text,label,start_char,end_char,source_url
Franco,PERSON,30827,30833,https://en.wikipedia.org/wiki/Olympic_Games
Spain,GPE,30844,30849,https://en.wikipedia.org/wiki/Olympic_Games
1998,DATE,30891,30895,https://en.wikipedia.org/wiki/Olympic_Games
Salt Lake City,GPE,30974,30988,https://en.wikipedia.org/wiki/Olympic_Games
2002,DATE,31026,31030,https://en.wikipedia.org/wiki/Olympic_Games
the United States Olympic Committee,ORG,31118,31153,https://en.wikipedia.org/wiki/Olympic_Games
USOC,ORG,31155,31159,https://en.wikipedia.org/wiki/Olympic_Games
the Salt Lake Organizing Committee,ORG,31162,31196,https://en.wikipedia.org/wiki/Olympic_Games
SLOC,ORG,31198,31202,https://en.wikipedia.org/wiki/Olympic_Games
the United States Department of Justice,ORG,31209,31248,https://en.wikipedia.org/wiki/Olympic_Games
DOJ,ORG,31250,31253,https://en.wikipedia.org/wiki/Olympic_Games
the 2002 Olympics,EVENT,31804,31821,https://en.wikipedia.org/wiki/Olympic_Games
The 2002 Games,EVENT,32018,32032,https://en.wikipedia.org/wiki/Olympic_Games
the Utah Athletic Foundation,ORG,32216,32244,https://en.wikipedia.org/wiki/Olympic_Games
the Utah Olympic Legacy Foundation,ORG,32260,32294,https://en.wikipedia.org/wiki/Olympic_Games
1999,DATE,32388,32392,https://en.wikipedia.org/wiki/Olympic_Games
Nagano,GPE,32402,32408,https://en.wikipedia.org/wiki/Olympic_Games
July 2000,DATE,32709,32718,https://en.wikipedia.org/wiki/Olympic_Games
the Los Angeles Times,ORG,32725,32746,https://en.wikipedia.org/wiki/Olympic_Games
Olympic,ORG,32858,32865,https://en.wikipedia.org/wiki/Olympic_Games
August 2004,DATE,33190,33201,https://en.wikipedia.org/wiki/Olympic_Games
BBC,ORG,33205,33208,https://en.wikipedia.org/wiki/Olympic_Games
Panorama: Buying the Games,WORK_OF_ART,33222,33248,https://en.wikipedia.org/wiki/Olympic_Games
Bertrand Delanoë,PERSON,33570,33586,https://en.wikipedia.org/wiki/Olympic_Games
Tony Blair,PERSON,33635,33645,https://en.wikipedia.org/wiki/Olympic_Games
Sebastian Coe,PERSON,33710,33723,https://en.wikipedia.org/wiki/Olympic_Games
Jacques Chirac,PERSON,33778,33792,https://en.wikipedia.org/wiki/Olympic_Games
Chirac,PERSON,33807,33813,https://en.wikipedia.org/wiki/Olympic_Games
Turin,GPE,33915,33920,https://en.wikipedia.org/wiki/Olympic_Games
2006,DATE,33939,33943,https://en.wikipedia.org/wiki/Olympic_Games
Marc Hodler,PERSON,34017,34028,https://en.wikipedia.org/wiki/Olympic_Games
Sion,ORG,34068,34072,https://en.wikipedia.org/wiki/Olympic_Games
the Turin Organising Committee,ORG,34134,34164,https://en.wikipedia.org/wiki/Olympic_Games
Oxo,ORG,34613,34616,https://en.wikipedia.org/wiki/Olympic_Games
Odol,PRODUCT,34618,34622,https://en.wikipedia.org/wiki/Olympic_Games
Indian Foot Powder,PRODUCT,34638,34656,https://en.wikipedia.org/wiki/Olympic_Games
London Olympic Games.[117][118,EVENT,34689,34719,https://en.wikipedia.org/wiki/Olympic_Games
Coca-Cola,ORG,34721,34730,https://en.wikipedia.org/wiki/Olympic_Games
1928,DATE,34770,34774,https://en.wikipedia.org/wiki/Olympic_Games
1972,DATE,35140,35144,https://en.wikipedia.org/wiki/Olympic_Games
the first half of the 20th century,DATE,35460,35494,https://en.wikipedia.org/wiki/Olympic_Games
1952,DATE,35566,35570,https://en.wikipedia.org/wiki/Olympic_Games
eight years later,DATE,35993,36010,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Programme,ORG,36802,36823,https://en.wikipedia.org/wiki/Olympic_Games
1985,DATE,36833,36837,https://en.wikipedia.org/wiki/Olympic_Games
1936,DATE,37222,37226,https://en.wikipedia.org/wiki/Olympic_Games
Berlin,GPE,37246,37252,https://en.wikipedia.org/wiki/Olympic_Games
1956,DATE,37346,37350,https://en.wikipedia.org/wiki/Olympic_Games
Italy,GPE,37370,37375,https://en.wikipedia.org/wiki/Olympic_Games
"Olympic Games,[124",EVENT,37417,37435,https://en.wikipedia.org/wiki/Olympic_Games
California,GPE,37499,37509,https://en.wikipedia.org/wiki/Olympic_Games
CBS,ORG,37587,37590,https://en.wikipedia.org/wiki/Olympic_Games
the following decades,DATE,37651,37672,https://en.wikipedia.org/wiki/Olympic_Games
"Nagano Games,[125",EVENT,38207,38224,https://en.wikipedia.org/wiki/Olympic_Games
NBC,ORG,38232,38235,https://en.wikipedia.org/wiki/Olympic_Games
every Olympic Games,EVENT,38288,38307,https://en.wikipedia.org/wiki/Olympic_Games
2000 to,DATE,38313,38320,https://en.wikipedia.org/wiki/Olympic_Games
2011,DATE,38335,38339,https://en.wikipedia.org/wiki/Olympic_Games
7 May 2014,DATE,38570,38580,https://en.wikipedia.org/wiki/Olympic_Games
2032,DATE,38626,38630,https://en.wikipedia.org/wiki/Olympic_Games
the Paralympic Games.[129,EVENT,38748,38773,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Committee's,ORG,38793,38816,https://en.wikipedia.org/wiki/Olympic_Games
13 March 2025,DATE,38930,38943,https://en.wikipedia.org/wiki/Olympic_Games
Comcast,ORG,38967,38974,https://en.wikipedia.org/wiki/Olympic_Games
2036,DATE,39032,39036,https://en.wikipedia.org/wiki/Olympic_Games
Paris Olympics,EVENT,39203,39217,https://en.wikipedia.org/wiki/Olympic_Games
Peacock,ORG,39281,39288,https://en.wikipedia.org/wiki/Olympic_Games
2026,DATE,39331,39335,https://en.wikipedia.org/wiki/Olympic_Games
Milano-Cortina Winter Olympics,EVENT,39336,39366,https://en.wikipedia.org/wiki/Olympic_Games
6 February to 22 February 2026,DATE,39388,39418,https://en.wikipedia.org/wiki/Olympic_Games
Los Angeles Olympics,EVENT,39470,39490,https://en.wikipedia.org/wiki/Olympic_Games
2030,DATE,39496,39500,https://en.wikipedia.org/wiki/Olympic_Games
French Alps Winter Olympics,EVENT,39501,39528,https://en.wikipedia.org/wiki/Olympic_Games
Brisbane Olympics,EVENT,39539,39556,https://en.wikipedia.org/wiki/Olympic_Games
2034,DATE,39562,39566,https://en.wikipedia.org/wiki/Olympic_Games
Utah Winter Olympics,EVENT,39567,39587,https://en.wikipedia.org/wiki/Olympic_Games
the 1960s,DATE,39752,39761,https://en.wikipedia.org/wiki/Olympic_Games
the end of the 20th century,DATE,39768,39795,https://en.wikipedia.org/wiki/Olympic_Games
1964,DATE,39893,39897,https://en.wikipedia.org/wiki/Olympic_Games
1968,DATE,39983,39987,https://en.wikipedia.org/wiki/Olympic_Games
Mexico City Games,EVENT,39988,40005,https://en.wikipedia.org/wiki/Olympic_Games
the Los Angeles Games,EVENT,40071,40092,https://en.wikipedia.org/wiki/Olympic_Games
U.S.,GPE,40957,40961,https://en.wikipedia.org/wiki/Olympic_Games
Tokyo,GPE,41223,41228,https://en.wikipedia.org/wiki/Olympic_Games
the 2020 Summer Olympics,EVENT,41237,41261,https://en.wikipedia.org/wiki/Olympic_Games
the United States.[139][140][141][142][143,GPE,41326,41368,https://en.wikipedia.org/wiki/Olympic_Games
Africa,LOC,42543,42549,https://en.wikipedia.org/wiki/Olympic_Games
Americas,LOC,42555,42563,https://en.wikipedia.org/wiki/Olympic_Games
Asia,LOC,42595,42599,https://en.wikipedia.org/wiki/Olympic_Games
Europe,LOC,42601,42607,https://en.wikipedia.org/wiki/Olympic_Games
Oceania,LOC,42613,42620,https://en.wikipedia.org/wiki/Olympic_Games
1914,DATE,42854,42858,https://en.wikipedia.org/wiki/Olympic_Games
the 1920,EVENT,42896,42904,https://en.wikipedia.org/wiki/Olympic_Games
Antwerp,GPE,42924,42931,https://en.wikipedia.org/wiki/Olympic_Games
Belgium,GPE,42933,42940,https://en.wikipedia.org/wiki/Olympic_Games
Henri Didon OP,PERSON,43410,43424,https://en.wikipedia.org/wiki/Olympic_Games
Months,DATE,43762,43768,https://en.wikipedia.org/wiki/Olympic_Games
the Third Reich.[148][153,GPE,44452,44477,https://en.wikipedia.org/wiki/Olympic_Games
Misha,PERSON,44759,44764,https://en.wikipedia.org/wiki/Olympic_Games
Wenlock,GPE,44850,44857,https://en.wikipedia.org/wiki/Olympic_Games
Much Wenlock,GPE,44876,44888,https://en.wikipedia.org/wiki/Olympic_Games
the Wenlock Olympian Games,EVENT,44929,44955,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Games.[154,EVENT,45010,45032,https://en.wikipedia.org/wiki/Olympic_Games
the Paris 2024 Olympic Games,EVENT,45049,45077,https://en.wikipedia.org/wiki/Olympic_Games
Marianne,PERSON,45130,45138,https://en.wikipedia.org/wiki/Olympic_Games
the French Revolution.[155,EVENT,45159,45185,https://en.wikipedia.org/wiki/Olympic_Games
a Friday,DATE,45346,45354,https://en.wikipedia.org/wiki/Olympic_Games
Antwerp.[158,GPE,45601,45613,https://en.wikipedia.org/wiki/Olympic_Games
the Beijing Games,EVENT,46180,46197,https://en.wikipedia.org/wiki/Olympic_Games
the 2004 Summer Olympics,EVENT,46668,46692,https://en.wikipedia.org/wiki/Olympic_Games
the Organising Committee,ORG,47025,47049,https://en.wikipedia.org/wiki/Olympic_Games
a Sunday,DATE,47464,47472,https://en.wikipedia.org/wiki/Olympic_Games
Summer,DATE,47903,47909,https://en.wikipedia.org/wiki/Olympic_Games
Winter Olympic Games.[160,EVENT,47913,47938,https://en.wikipedia.org/wiki/Olympic_Games
the Antwerp Ceremony,EVENT,48130,48150,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Games.[162,EVENT,48341,48359,https://en.wikipedia.org/wiki/Olympic_Games
"the Summer Olympics,[160][163",EVENT,48645,48674,https://en.wikipedia.org/wiki/Olympic_Games
the Winter Olympics.[164,EVENT,48740,48764,https://en.wikipedia.org/wiki/Olympic_Games
1932,DATE,49633,49637,https://en.wikipedia.org/wiki/Olympic_Games
1930,DATE,49686,49690,https://en.wikipedia.org/wiki/Olympic_Games
British Empire Games,EVENT,49691,49711,https://en.wikipedia.org/wiki/Olympic_Games
Melville Marks Robinson.[170,PERSON,49728,49756,https://en.wikipedia.org/wiki/Olympic_Games
Summer Olympic,EVENT,49875,49889,https://en.wikipedia.org/wiki/Olympic_Games
the Olympic Games.[175][176,EVENT,1232,1259,https://en.wikipedia.org/wiki/Olympic_Games
October and November 2004,DATE,1536,1561,https://en.wikipedia.org/wiki/Olympic_Games
an Olympic Programme Commission,ORG,1583,1614,https://en.wikipedia.org/wiki/Olympic_Games
non-Olympic recognised,ORG,1682,1704,https://en.wikipedia.org/wiki/Olympic_Games
the International Federation,ORG,2085,2113,https://en.wikipedia.org/wiki/Olympic_Games
the IOC Executive Board,ORG,2368,2391,https://en.wikipedia.org/wiki/Olympic_Games
the General Session,EVENT,2413,2432,https://en.wikipedia.org/wiki/Olympic_Games
July 2005,DATE,2449,2458,https://en.wikipedia.org/wiki/Olympic_Games
October 2009,DATE,2692,2704,https://en.wikipedia.org/wiki/Olympic_Games
Summer Olympic Games.[180,EVENT,2792,2817,https://en.wikipedia.org/wiki/Olympic_Games
IOC Session,EVENT,2829,2840,https://en.wikipedia.org/wiki/Olympic_Games
Three years later,DATE,2951,2968,https://en.wikipedia.org/wiki/Olympic_Games
London Games,EVENT,3138,3150,https://en.wikipedia.org/wiki/Olympic_Games
Pierre de Coubertin.[181,PERSON,3495,3519,https://en.wikipedia.org/wiki/Olympic_Games
1912,DATE,4185,4189,https://en.wikipedia.org/wiki/Olympic_Games
Jim Thorpe,PERSON,4232,4242,https://en.wikipedia.org/wiki/Olympic_Games
1983,DATE,4433,4437,https://en.wikipedia.org/wiki/Olympic_Games
30-day,DATE,4533,4539,https://en.wikipedia.org/wiki/Olympic_Games
The Soviet Union,GPE,4985,5001,https://en.wikipedia.org/wiki/Olympic_Games
1970s,DATE,5348,5353,https://en.wikipedia.org/wiki/Olympic_Games
the 1990s,DATE,5533,5542,https://en.wikipedia.org/wiki/Olympic_Games
the Soviet Union,GPE,5566,5582,https://en.wikipedia.org/wiki/Olympic_Games
Team Canada,ORG,5632,5643,https://en.wikipedia.org/wiki/Olympic_Games
the Canadian Amateur Hockey Association,ORG,5690,5729,https://en.wikipedia.org/wiki/Olympic_Games
CAHA,ORG,5731,5735,https://en.wikipedia.org/wiki/Olympic_Games
the International Ice Hockey Federation,ORG,5984,6023,https://en.wikipedia.org/wiki/Olympic_Games
IIHF,ORG,6025,6029,https://en.wikipedia.org/wiki/Olympic_Games
the IIHF Congress,EVENT,6043,6060,https://en.wikipedia.org/wiki/Olympic_Games
1969,DATE,6064,6068,https://en.wikipedia.org/wiki/Olympic_Games
Canada,GPE,6096,6102,https://en.wikipedia.org/wiki/Olympic_Games
non-NHL professional hockey,ORG,6115,6142,https://en.wikipedia.org/wiki/Olympic_Games
1970,DATE,6163,6167,https://en.wikipedia.org/wiki/Olympic_Games
World Championships,EVENT,6168,6187,https://en.wikipedia.org/wiki/Olympic_Games
Winnipeg,GPE,6204,6212,https://en.wikipedia.org/wiki/Olympic_Games
January 1970,DATE,6256,6268,https://en.wikipedia.org/wiki/Olympic_Games
Günther Sabetzki,PERSON,6554,6570,https://en.wikipedia.org/wiki/Olympic_Games
1975,DATE,6603,6607,https://en.wikipedia.org/wiki/Olympic_Games
the World Championships,EVENT,6733,6756,https://en.wikipedia.org/wiki/Olympic_Games
NHL,ORG,6767,6770,https://en.wikipedia.org/wiki/Olympic_Games
Australia,GPE,6908,6917,https://en.wikipedia.org/wiki/Olympic_Games
the United Kingdom,GPE,6951,6969,https://en.wikipedia.org/wiki/Olympic_Games
The Olympic Council of Ireland,ORG,7216,7246,https://en.wikipedia.org/wiki/Olympic_Games
Berlin Games,EVENT,7270,7282,https://en.wikipedia.org/wiki/Olympic_Games
the Irish Free State,GPE,7345,7365,https://en.wikipedia.org/wiki/Olympic_Games
Melbourne Olympics,EVENT,7464,7482,https://en.wikipedia.org/wiki/Olympic_Games
the Hungarian Revolution,EVENT,7571,7595,https://en.wikipedia.org/wiki/Olympic_Games
Cambodia,GPE,7668,7676,https://en.wikipedia.org/wiki/Olympic_Games
Egypt,GPE,7678,7683,https://en.wikipedia.org/wiki/Olympic_Games
Iraq,GPE,7685,7689,https://en.wikipedia.org/wiki/Olympic_Games
Lebanon,GPE,7695,7702,https://en.wikipedia.org/wiki/Olympic_Games
the Suez Crisis,EVENT,7734,7749,https://en.wikipedia.org/wiki/Olympic_Games
the People's Republic of China,GPE,7755,7785,https://en.wikipedia.org/wiki/Olympic_Games
the Republic of China,GPE,7834,7855,https://en.wikipedia.org/wiki/Olympic_Games
South Africa,GPE,8011,8023,https://en.wikipedia.org/wiki/Olympic_Games
Rhodesia,GPE,8028,8036,https://en.wikipedia.org/wiki/Olympic_Games
New Zealand,GPE,8076,8087,https://en.wikipedia.org/wiki/Olympic_Games
Guyana,GPE,8405,8411,https://en.wikipedia.org/wiki/Olympic_Games
the Montreal Games,EVENT,8442,8460,https://en.wikipedia.org/wiki/Olympic_Games
The Republic of China,GPE,8524,8545,https://en.wikipedia.org/wiki/Olympic_Games
Taiwan,GPE,8547,8553,https://en.wikipedia.org/wiki/Olympic_Games
the 1976,EVENT,8573,8581,https://en.wikipedia.org/wiki/Olympic_Games
Pierre Trudeau,PERSON,8600,8614,https://en.wikipedia.org/wiki/Olympic_Games
Trudeau,PERSON,8646,8653,https://en.wikipedia.org/wiki/Olympic_Games
ROC,GPE,8832,8835,https://en.wikipedia.org/wiki/Olympic_Games
Taipei,GPE,9099,9105,https://en.wikipedia.org/wiki/Olympic_Games
Cold War,EVENT,9169,9177,https://en.wikipedia.org/wiki/Olympic_Games
The United States,GPE,9218,9235,https://en.wikipedia.org/wiki/Olympic_Games
the Moscow Olympics,EVENT,9277,9296,https://en.wikipedia.org/wiki/Olympic_Games
Afghanistan,GPE,9339,9350,https://en.wikipedia.org/wiki/Olympic_Games
the Los Angeles Olympics,EVENT,9513,9537,https://en.wikipedia.org/wiki/Olympic_Games
Romania,GPE,9720,9727,https://en.wikipedia.org/wiki/Olympic_Games
Warsaw Pact,GPE,9731,9742,https://en.wikipedia.org/wiki/Olympic_Games
the United States,GPE,9840,9857,https://en.wikipedia.org/wiki/Olympic_Games
the Eastern Bloc,LOC,10041,10057,https://en.wikipedia.org/wiki/Olympic_Games
the Friendship Games,EVENT,10092,10112,https://en.wikipedia.org/wiki/Olympic_Games
July,DATE,10117,10121,https://en.wikipedia.org/wiki/Olympic_Games
August 2008,DATE,10376,10387,https://en.wikipedia.org/wiki/Olympic_Games
Georgia,GPE,10407,10414,https://en.wikipedia.org/wiki/Olympic_Games
South Ossetia war.[207][208,EVENT,10548,10575,https://en.wikipedia.org/wiki/Olympic_Games
United Kingdom.[209][210,GPE,10823,10847,https://en.wikipedia.org/wiki/Olympic_Games
Germany,GPE,10969,10976,https://en.wikipedia.org/wiki/Olympic_Games
the National Socialist Party,ORG,10995,11023,https://en.wikipedia.org/wiki/Olympic_Games
Jesse Owens,PERSON,11345,11356,https://en.wikipedia.org/wiki/Olympic_Games
Ibolya Csák.[30,PERSON,11402,11417,https://en.wikipedia.org/wiki/Olympic_Games
Helsinki,GPE,11499,11507,https://en.wikipedia.org/wiki/Olympic_Games
Spartakiads,EVENT,11595,11606,https://en.wikipedia.org/wiki/Olympic_Games
the interwar period,DATE,11615,11634,https://en.wikipedia.org/wiki/Olympic_Games
1920s,DATE,11642,11647,https://en.wikipedia.org/wiki/Olympic_Games
1930s,DATE,11652,11657,https://en.wikipedia.org/wiki/Olympic_Games
"the ""bourgeois"" Olympics",EVENT,11786,11810,https://en.wikipedia.org/wiki/Olympic_Games
the Workers Olympics.[212][213,EVENT,11816,11846,https://en.wikipedia.org/wiki/Olympic_Games
Soviet Union's,GPE,12037,12051,https://en.wikipedia.org/wiki/Olympic_Games
Mexico City,GPE,12312,12323,https://en.wikipedia.org/wiki/Olympic_Games
Tommie Smith,PERSON,12364,12376,https://en.wikipedia.org/wiki/Olympic_Games
John Carlos,PERSON,12381,12392,https://en.wikipedia.org/wiki/Olympic_Games
Peter Norman,PERSON,12524,12536,https://en.wikipedia.org/wiki/Olympic_Games
Olympic Project for Human Rights,ORG,12559,12591,https://en.wikipedia.org/wiki/Olympic_Games
Smith,PERSON,12612,12617,https://en.wikipedia.org/wiki/Olympic_Games
Carlos,PERSON,12622,12628,https://en.wikipedia.org/wiki/Olympic_Games
US,GPE,12731,12733,https://en.wikipedia.org/wiki/Olympic_Games
the US Olympic Committee,ORG,12781,12805,https://en.wikipedia.org/wiki/Olympic_Games
Natalia Kuchinskaya,PERSON,13081,13100,https://en.wikipedia.org/wiki/Olympic_Games
Věra Čáslavská,PERSON,13181,13195,https://en.wikipedia.org/wiki/Olympic_Games
Čáslavská,PERSON,13299,13308,https://en.wikipedia.org/wiki/Olympic_Games
Czechoslovakia,GPE,13364,13378,https://en.wikipedia.org/wiki/Olympic_Games
Larisa Petrik,PERSON,13525,13538,https://en.wikipedia.org/wiki/Olympic_Games
Ludvik Vaculik's,PERSON,13720,13736,https://en.wikipedia.org/wiki/Olympic_Games
many years,DATE,13865,13875,https://en.wikipedia.org/wiki/Olympic_Games
Iran,GPE,13971,13975,https://en.wikipedia.org/wiki/Olympic_Games
Israel,GPE,14053,14059,https://en.wikipedia.org/wiki/Olympic_Games
Arash Miresmaeili,PERSON,14061,14078,https://en.wikipedia.org/wiki/Olympic_Games
Miresmaeli,PERSON,14250,14260,https://en.wikipedia.org/wiki/Olympic_Games
Ukraine,GPE,14531,14538,https://en.wikipedia.org/wiki/Olympic_Games
International Sports Federations,ORG,14650,14682,https://en.wikipedia.org/wiki/Olympic_Games
Belarus,GPE,14817,14824,https://en.wikipedia.org/wiki/Olympic_Games
2023,DATE,14895,14899,https://en.wikipedia.org/wiki/Olympic_Games
the early 20th century,DATE,15607,15629,https://en.wikipedia.org/wiki/Olympic_Games
Thomas Hicks,PERSON,15730,15742,https://en.wikipedia.org/wiki/Olympic_Games
the 1960 Summer Olympics,EVENT,16027,16051,https://en.wikipedia.org/wiki/Olympic_Games
Knud Enemark Jensen,PERSON,16079,16098,https://en.wikipedia.org/wiki/Olympic_Games
the mid-1960s,DATE,16221,16234,https://en.wikipedia.org/wiki/Olympic_Games
1967,DATE,16313,16317,https://en.wikipedia.org/wiki/Olympic_Games
Andrew Jennings,PERSON,16379,16394,https://en.wikipedia.org/wiki/Olympic_Games
KGB,ORG,16398,16401,https://en.wikipedia.org/wiki/Olympic_Games
the International Olympic Committed,ORG,16486,16521,https://en.wikipedia.org/wiki/Olympic_Games
the Moscow Games,EVENT,16732,16748,https://en.wikipedia.org/wiki/Olympic_Games
The Moscow Games,EVENT,16851,16867,https://en.wikipedia.org/wiki/Olympic_Games
the Chemists' Games,EVENT,16899,16918,https://en.wikipedia.org/wiki/Olympic_Games
the Soviet Union's,GPE,16963,16981,https://en.wikipedia.org/wiki/Olympic_Games
Sergei Portugalov,PERSON,17373,17390,https://en.wikipedia.org/wiki/Olympic_Games
the Institute for Physical Culture,ORG,17394,17428,https://en.wikipedia.org/wiki/Olympic_Games
Portugalov,PERSON,17430,17440,https://en.wikipedia.org/wiki/Olympic_Games
the 2016 Summer Olympics.[224,EVENT,17546,17575,https://en.wikipedia.org/wiki/Olympic_Games
Hans-Gunnar Liljenwall,PERSON,17667,17689,https://en.wikipedia.org/wiki/Olympic_Games
the 1968 Summer Olympics,EVENT,17716,17740,https://en.wikipedia.org/wiki/Olympic_Games
Ben Johnson,PERSON,17914,17925,https://en.wikipedia.org/wiki/Olympic_Games
